Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
8633,9.38,10.23%,0.0086,,
8634,17.12,33.18%,0.0099,,
8635,1.10,33.46%,0.0011,,
8636,4.98,39.14%,0.0013,,
8637,16.46,35.70%,0.0038,,
8638,0.83,17.18%,0.0004,,
8639,3.01,8.32%,0.0001,,
8640,11.63,20.92%,0.0006,,
8641,19.46,7.84%,0.0002,,
8642,11.21,2.01%,0.0073,,
8643,6.13,11.79%,0.0019,,
8644,22.65,32.40%,0.0004,,
8645,20.77,10.09%,0.0051,,
8646,2.36,3.82%,0.0065,,
8647,2.04,16.59%,0.0018,,
8648,20.75,5.20%,0.0087,,
8649,13.09,12.90%,0.0079,,
8650,14.34,5.25%,0.0079,,
8651,3.67,20.69%,0.0095,,
8652,5.66,20.11%,0.0046,,
8653,14.70,31.53%,0.0052,,
8654,22.95,26.22%,0.0078,,
8655,10.98,27.42%,0.0001,,
8656,24.27,33.16%,0.0082,,
8657,17.40,38.54%,0.0053,,
8658,20.40,27.33%,0.0023,,
8659,11.92,35.54%,0.0006,,
8660,8.57,25.14%,0.0011,,
8661,6.80,24.08%,0.0078,,
8662,4.76,24.85%,0.0058,,
8663,24.84,34.22%,0.0096,,
8664,0.75,33.11%,0.0082,,
8665,17.93,10.80%,0.0046,,
8666,5.66,15.23%,0.0072,,
8667,18.85,29.48%,0.0065,,
8668,7.02,33.59%,0.0022,,
8669,7.96,29.46%,0.0044,,
8670,24.82,5.48%,0.0026,,
8671,4.27,26.16%,0.0020,,
8672,23.33,23.67%,0.0020,,
8673,3.73,17.63%,0.0075,,
8674,17.62,3.46%,0.0079,,
8675,0.30,27.91%,0.0060,,
8676,19.35,5.08%,0.0024,,
8677,11.99,25.48%,0.0012,,
8678,8.56,4.78%,0.0027,,
8679,5.94,16.23%,0.0053,,
8680,8.20,13.97%,0.0051,,
8681,4.93,32.42%,0.0085,,
8682,22.31,6.94%,0.0020,,
8683,3.35,8.32%,0.0033,,
8684,0.74,27.10%,0.0048,,
8685,20.54,22.97%,0.0045,,
8686,3.21,23.83%,0.0058,,
8687,24.99,2.38%,0.0094,,
8688,17.88,3.49%,0.0041,,
8689,1.66,34.67%,0.0070,,
8690,1.92,1.39%,0.0042,,
8691,5.23,4.98%,0.0041,,
8692,17.45,26.64%,0.0041,,
8693,19.01,36.80%,0.0057,,
8694,23.65,35.82%,0.0045,,
8695,12.00,28.20%,0.0019,,
8696,12.60,21.72%,0.0030,,
8697,5.56,31.42%,0.0067,,
8698,5.32,14.05%,0.0009,,
8699,15.26,26.24%,0.0057,,
8700,19.89,4.34%,0.0098,,
8701,1.06,17.23%,0.0031,,
8702,18.70,14.14%,0.0044,,
8703,11.34,18.05%,0.0092,,
8704,0.98,12.82%,0.0043,,
8705,3.89,0.81%,0.0055,,
8706,16.94,3.91%,0.0015,,
8707,9.81,36.67%,0.0005,,
8708,18.51,4.94%,0.0044,,
8709,13.70,19.75%,0.0062,,
8710,12.19,13.27%,0.0050,,
8711,0.11,8.64%,0.0072,,
8712,10.37,18.57%,0.0029,,
8713,21.37,16.03%,0.0031,,
8714,11.83,23.59%,0.0070,,
8715,6.63,24.38%,0.0075,,
8716,6.08,12.94%,0.0041,,
8717,22.07,1.51%,0.0040,,
8718,4.12,32.21%,0.0030,,
8719,9.33,24.37%,0.0020,,
8720,7.49,26.20%,0.0073,,
8721,15.08,8.05%,0.0020,,
8722,16.80,34.25%,0.0085,,
8723,23.68,23.28%,0.0088,,
8724,16.68,8.32%,0.0038,,
8725,2.80,35.40%,0.0040,,
8726,2.49,29.17%,0.0034,,
8727,0.84,25.81%,0.0083,,
8728,4.25,18.14%,0.0068,,
8729,7.09,16.86%,0.0050,,
8730,18.14,33.99%,0.0022,,
8731,5.47,23.76%,0.0097,,
8732,5.35,8.14%,0.0088,,
8733,21.15,34.41%,0.0038,,
8734,1.99,19.32%,0.0000,,
8735,23.64,23.92%,0.0039,,
8736,23.75,38.95%,0.0082,,
8737,0.24,3.25%,0.0024,,
8738,12.49,24.56%,0.0057,,
8739,16.21,32.32%,0.0056,,
8740,22.64,28.01%,0.0029,,
8741,21.95,10.26%,0.0038,,
8742,24.94,11.34%,0.0049,,
8743,4.80,30.65%,0.0029,,
8744,15.23,14.87%,0.0058,,
8745,15.90,9.25%,0.0055,,
8746,4.73,30.50%,0.0085,,
8747,6.20,38.57%,0.0014,,
8748,1.26,30.75%,0.0002,,
8749,11.06,12.71%,0.0085,,
8750,11.07,38.04%,0.0006,,
8751,17.26,17.60%,0.0007,,
8752,19.07,25.87%,0.0070,,
8753,14.41,37.87%,0.0094,,
8754,6.41,19.76%,0.0091,,
8755,6.13,6.48%,0.0055,,
8756,13.32,39.79%,0.0056,,
8757,15.95,7.92%,0.0067,,
8758,24.25,30.82%,0.0010,,
8759,9.38,20.47%,0.0088,,
8760,18.35,10.10%,0.0021,,
8761,18.77,33.42%,0.0019,,
8762,17.78,1.87%,0.0015,,
8763,22.88,14.94%,0.0077,,
8764,17.48,11.06%,0.0076,,
8765,19.88,13.42%,0.0041,,
8766,7.47,22.10%,0.0081,,
8767,20.00,14.26%,0.0036,,
8768,0.67,8.00%,0.0069,,
8769,15.28,31.49%,0.0026,,
8770,18.14,18.31%,0.0021,,
8771,13.95,4.45%,0.0062,,
8772,10.28,17.62%,0.0090,,
8773,4.80,23.90%,0.0040,,
8774,0.45,4.97%,0.0069,,
8775,3.04,6.87%,0.0038,,
8776,10.14,25.35%,0.0056,,
8777,7.41,7.29%,0.0037,,
8778,14.91,22.66%,0.0045,,
8779,7.47,13.21%,0.0090,,
8780,13.45,37.66%,0.0047,,
8781,20.71,30.70%,0.0043,,
8782,11.88,8.25%,0.0008,,
8783,23.76,2.79%,0.0017,,
8784,14.27,11.01%,0.0032,,
8785,17.00,35.90%,0.0038,,
8786,20.49,14.92%,0.0080,,
8787,7.37,21.79%,0.0013,,
8788,6.36,17.53%,0.0042,,
8789,20.98,5.03%,0.0081,,
8790,21.98,17.15%,0.0059,,
8791,7.77,38.87%,0.0024,,
8792,15.44,35.01%,0.0043,,
8793,20.82,32.75%,0.0081,,
8794,1.53,11.35%,0.0011,,
8795,9.25,33.26%,0.0083,,
8796,21.93,12.87%,0.0042,,
8797,21.94,10.97%,0.0053,,
8798,9.24,20.80%,0.0094,,
8799,18.46,22.31%,0.0059,,
8800,18.99,24.43%,0.0082,,
8801,14.95,35.37%,0.0043,,
8802,23.05,7.78%,0.0018,,
8803,24.98,32.35%,0.0008,,
8804,13.03,8.84%,0.0038,,
8805,22.30,38.53%,0.0030,,
8806,11.64,37.21%,0.0036,,
8807,20.22,33.52%,0.0035,,
8808,19.53,22.45%,0.0093,,
8809,15.66,32.35%,0.0082,,
8810,17.81,2.03%,0.0019,,
8811,16.68,35.62%,0.0015,,
8812,9.01,18.04%,0.0026,,
8813,18.85,38.45%,0.0096,,
8814,4.48,38.99%,0.0075,,
8815,0.91,33.31%,0.0044,,
8816,23.86,32.43%,0.0006,,
8817,8.14,3.07%,0.0004,,
8818,23.60,37.62%,0.0013,,
8819,20.57,29.71%,0.0093,,
8820,3.10,33.42%,0.0029,,
8821,8.26,35.11%,0.0079,,
8822,19.18,11.30%,0.0085,,
8823,12.79,14.40%,0.0095,,
8824,8.66,39.21%,0.0046,,
8825,21.16,37.99%,0.0067,,
8826,21.59,13.34%,0.0036,,
8827,20.26,36.44%,0.0023,,
8828,16.10,28.40%,0.0062,,
8829,22.54,9.28%,0.0074,,
8830,1.39,5.67%,0.0084,,
8831,5.96,17.77%,0.0084,,
8832,2.68,25.34%,0.0016,,
8833,24.31,2.31%,0.0056,,
8834,10.22,20.88%,0.0080,,
8835,8.61,35.42%,0.0024,,
8836,10.39,25.87%,0.0000,,
8837,1.50,23.74%,0.0050,,
8838,11.54,12.89%,0.0037,,
8839,1.61,3.06%,0.0008,,
8840,18.38,27.33%,0.0019,,
8841,12.38,14.27%,0.0053,,
8842,14.13,27.99%,0.0014,,
8843,11.57,7.93%,0.0043,,
8844,17.98,19.27%,0.0068,,
8845,11.24,32.84%,0.0022,,
8846,11.91,8.96%,0.0013,,
8847,17.64,18.58%,0.0021,,
8848,2.54,28.96%,0.0097,,
8849,13.96,1.84%,0.0074,,
8850,6.27,21.89%,0.0054,,
8851,23.61,10.80%,0.0003,,
8852,13.55,12.06%,0.0084,,
8853,1.24,5.83%,0.0087,,
8854,2.76,24.68%,0.0069,,
8855,10.82,17.39%,0.0028,,
8856,0.81,18.89%,0.0003,,
8857,15.85,31.80%,0.0085,,
8858,14.57,26.66%,0.0051,,
8859,24.75,25.02%,0.0008,,
8860,1.06,23.07%,0.0075,,
8861,12.82,21.39%,0.0018,,
8862,11.69,33.77%,0.0084,,
8863,1.16,3.16%,0.0045,,
8864,8.83,29.31%,0.0058,,
8865,17.37,33.47%,0.0034,,
8866,14.83,15.94%,0.0096,,
8867,23.98,32.93%,0.0009,,
8868,23.14,16.28%,0.0066,,
8869,3.98,39.74%,0.0020,,
8870,8.91,11.15%,0.0058,,
8871,18.98,26.13%,0.0018,,
8872,4.62,2.56%,0.0058,,
8873,23.41,34.55%,0.0078,,
8874,0.59,14.06%,0.0078,,
8875,14.80,2.53%,0.0028,,
8876,6.18,24.57%,0.0080,,
8877,8.12,17.14%,0.0008,,
8878,0.64,21.80%,0.0083,,
8879,6.85,20.48%,0.0013,,
8880,2.23,9.11%,0.0055,,
8881,22.39,9.42%,0.0066,,
8882,4.07,9.58%,0.0015,,
8883,7.32,19.31%,0.0055,,
8884,10.19,27.08%,0.0037,,
8885,24.84,32.90%,0.0074,,
8886,12.41,25.71%,0.0092,,
8887,8.83,12.74%,0.0030,,
8888,7.29,28.03%,0.0015,,
8889,0.65,5.67%,0.0008,,
8890,17.51,29.63%,0.0081,,
8891,13.48,34.66%,0.0093,,
8892,3.54,4.58%,0.0032,,
8893,10.30,4.08%,0.0081,,
8894,11.64,4.30%,0.0047,,
8895,0.51,36.74%,0.0026,,
8896,3.50,21.83%,0.0064,,
8897,9.14,25.47%,0.0065,,
8898,17.36,2.20%,0.0065,,
8899,22.78,6.55%,0.0041,,
8900,10.60,29.88%,0.0000,,
8901,0.71,15.58%,0.0047,,
8902,21.68,25.42%,0.0100,,
8903,0.40,6.31%,0.0032,,
8904,16.23,38.75%,0.0096,,
8905,7.43,13.32%,0.0017,,
8906,3.43,25.80%,0.0079,,
8907,6.07,34.20%,0.0016,,
8908,13.36,12.04%,0.0005,,
8909,16.01,16.92%,0.0003,,
8910,17.24,16.69%,0.0012,,
8911,9.10,3.38%,0.0035,,
8912,20.91,24.90%,0.0047,,
8913,13.43,36.50%,0.0068,,
8914,18.21,23.84%,0.0009,,
8915,14.70,27.97%,0.0075,,
8916,13.80,34.83%,0.0021,,
8917,0.40,1.73%,0.0075,,
8918,5.28,19.09%,0.0018,,
8919,11.61,8.06%,0.0002,,
8920,17.91,19.53%,0.0042,,
8921,24.35,8.55%,0.0099,,
8922,12.58,34.56%,0.0069,,
8923,2.56,5.17%,0.0007,,
8924,9.67,7.86%,0.0053,,
8925,20.89,38.67%,0.0079,,
8926,1.99,15.98%,0.0099,,
8927,2.20,16.82%,0.0031,,
8928,8.32,19.20%,0.0061,,
8929,5.26,7.62%,0.0058,,
8930,20.64,32.18%,0.0015,,
8931,17.21,35.06%,0.0058,,
8932,22.87,33.55%,0.0093,,
8933,22.08,32.71%,0.0007,,
8934,17.06,29.47%,0.0072,,
8935,20.16,27.95%,0.0097,,
8936,17.83,18.23%,0.0020,,
8937,19.99,39.89%,0.0061,,
8938,14.24,19.04%,0.0022,,
8939,1.45,36.48%,0.0009,,
8940,9.53,6.55%,0.0004,,
8941,16.36,0.35%,0.0098,,
8942,22.67,3.15%,0.0011,,
8943,8.59,36.14%,0.0047,,
8944,5.43,23.23%,0.0068,,
8945,22.74,17.66%,0.0025,,
8946,20.66,6.13%,0.0063,,
8947,23.81,26.81%,0.0097,,
8948,8.04,33.09%,0.0088,,
8949,5.21,27.96%,0.0015,,
8950,8.47,30.50%,0.0072,,
8951,0.07,21.41%,0.0070,,
8952,1.91,4.79%,0.0014,,
8953,11.40,8.76%,0.0007,,
8954,24.57,5.23%,0.0073,,
8955,10.59,7.27%,0.0083,,
8956,12.59,13.09%,0.0098,,
8957,19.31,37.04%,0.0057,,
8958,21.78,38.04%,0.0044,,
8959,21.34,38.11%,0.0058,,
8960,4.66,15.13%,0.0091,,
8961,15.37,32.48%,0.0067,,
8962,5.84,12.31%,0.0100,,
8963,5.63,15.26%,0.0035,,
8964,10.15,35.18%,0.0002,,
8965,5.11,0.46%,0.0070,,
8966,19.01,31.47%,0.0085,,
8967,9.87,7.43%,0.0025,,
8968,20.32,13.12%,0.0043,,
8969,13.86,36.75%,0.0093,,
8970,15.42,29.04%,0.0059,,
8971,1.25,22.72%,0.0044,,
8972,7.30,5.83%,0.0047,,
8973,13.96,27.51%,0.0063,,
8974,14.86,24.24%,0.0059,,
8975,21.93,11.00%,0.0016,,
8976,16.74,11.75%,0.0045,,
8977,20.98,14.12%,0.0024,,
8978,12.58,33.87%,0.0093,,
8979,23.14,13.33%,0.0008,,
8980,9.00,0.92%,0.0011,,
8981,15.11,30.05%,0.0073,,
8982,10.97,21.10%,0.0030,,
8983,24.11,16.71%,0.0079,,
8984,11.33,22.65%,0.0060,,
8985,7.52,9.21%,0.0007,,
8986,7.99,7.61%,0.0073,,
8987,19.73,26.50%,0.0086,,
8988,15.19,22.76%,0.0051,,
8989,9.35,7.04%,0.0009,,
8990,5.29,13.84%,0.0017,,
8991,2.00,17.09%,0.0017,,
8992,20.94,23.67%,0.0071,,
8993,3.66,26.34%,0.0038,,
8994,9.70,12.07%,0.0027,,
8995,14.16,35.42%,0.0047,,
8996,4.52,28.18%,0.0066,,
8997,17.39,30.69%,0.0015,,
8998,6.12,24.74%,0.0055,,
8999,12.20,4.68%,0.0002,,
9000,22.63,27.64%,0.0089,,
9001,18.36,22.86%,0.0082,,
9002,3.12,19.42%,0.0020,,
9003,1.41,13.27%,0.0041,,
9004,3.74,29.43%,0.0015,,
9005,0.02,22.30%,0.0060,,
9006,13.43,20.98%,0.0045,,
9007,23.86,9.78%,0.0015,,
9008,14.21,22.31%,0.0041,,
9009,7.81,13.58%,0.0048,,
9010,8.84,24.00%,0.0071,,
9011,17.68,29.13%,0.0087,,
9012,7.98,11.99%,0.0042,,
9013,24.25,17.55%,0.0002,,
9014,24.39,15.77%,0.0081,,
9015,20.25,21.71%,0.0059,,
9016,23.56,6.33%,0.0034,,
9017,3.13,6.32%,0.0038,,
9018,6.60,10.61%,0.0006,,
9019,9.91,13.19%,0.0017,,
9020,23.68,14.43%,0.0075,,
9021,1.61,22.65%,0.0076,,
9022,2.85,25.43%,0.0034,,
9023,13.14,2.59%,0.0097,,
9024,6.20,6.69%,0.0032,,
9025,2.90,4.84%,0.0092,,
9026,0.50,10.22%,0.0026,,
9027,1.19,6.18%,0.0029,,
9028,9.69,18.48%,0.0082,,
9029,10.68,25.48%,0.0004,,
9030,6.87,13.90%,0.0038,,
9031,20.13,21.81%,0.0077,,
9032,2.17,20.86%,0.0022,,
9033,2.13,24.31%,0.0064,,
9034,24.98,26.08%,0.0060,,
9035,24.13,1.26%,0.0044,,
9036,16.22,28.20%,0.0090,,
9037,6.83,36.70%,0.0023,,
9038,0.31,27.66%,0.0027,,
9039,8.53,30.89%,0.0083,,
9040,7.13,25.86%,0.0032,,
9041,24.92,15.50%,0.0056,,
9042,19.22,20.08%,0.0053,,
9043,14.97,13.86%,0.0004,,
9044,14.91,19.21%,0.0011,,
9045,10.05,11.80%,0.0085,,
9046,5.53,27.18%,0.0036,,
9047,17.28,37.41%,0.0018,,
9048,17.62,17.80%,0.0046,,
9049,17.86,33.23%,0.0080,,
9050,13.83,22.16%,0.0025,,
9051,19.80,5.26%,0.0014,,
9052,9.62,39.33%,0.0047,,
9053,24.43,13.18%,0.0073,,
9054,19.78,9.35%,0.0017,,
9055,20.81,10.26%,0.0076,,
9056,5.78,0.10%,0.0093,,
9057,22.19,24.42%,0.0015,,
9058,8.89,17.80%,0.0096,,
9059,16.63,25.86%,0.0066,,
9060,14.56,2.85%,0.0079,,
9061,1.65,13.92%,0.0070,,
9062,14.68,12.04%,0.0090,,
9063,22.79,10.09%,0.0051,,
9064,18.86,18.27%,0.0045,,
9065,3.16,22.03%,0.0057,,
9066,21.21,18.13%,0.0086,,
9067,8.81,13.39%,0.0032,,
9068,23.90,18.53%,0.0098,,
9069,3.99,15.51%,0.0089,,
9070,14.13,34.47%,0.0013,,
9071,13.21,12.67%,0.0047,,
9072,23.20,27.37%,0.0063,,
9073,7.18,30.56%,0.0071,,
9074,5.67,17.82%,0.0098,,
9075,12.00,1.79%,0.0064,,
9076,4.09,2.79%,0.0092,,
9077,1.10,36.89%,0.0049,,
9078,23.81,4.39%,0.0075,,
9079,14.21,12.56%,0.0021,,
9080,10.54,1.31%,0.0059,,
9081,21.02,39.43%,0.0043,,
9082,8.79,25.31%,0.0099,,
9083,11.82,3.93%,0.0072,,
9084,10.17,4.97%,0.0029,,
9085,1.33,9.00%,0.0029,,
9086,19.32,22.66%,0.0036,,
9087,24.32,11.40%,0.0083,,
9088,19.96,12.43%,0.0057,,
9089,7.88,3.26%,0.0014,,
9090,7.14,12.80%,0.0095,,
9091,10.44,20.58%,0.0033,,
9092,16.42,13.09%,0.0036,,
9093,11.09,18.29%,0.0095,,
9094,24.59,30.90%,0.0052,,
9095,2.46,5.81%,0.0080,,
9096,17.24,14.63%,0.0064,,
9097,17.25,29.15%,0.0013,,
9098,7.62,10.08%,0.0062,,
9099,16.96,4.44%,0.0076,,
9100,15.51,4.95%,0.0078,,
9101,21.67,18.61%,0.0019,,
9102,22.82,20.96%,0.0093,,
9103,17.68,33.62%,0.0046,,
9104,7.44,8.73%,0.0039,,
9105,8.67,34.70%,0.0066,,
9106,7.99,23.34%,0.0060,,
9107,7.75,26.80%,0.0088,,
9108,4.08,33.06%,0.0079,,
9109,18.97,9.72%,0.0100,,
9110,20.03,17.49%,0.0089,,
9111,3.22,4.14%,0.0059,,
9112,13.94,28.43%,0.0058,,
9113,24.11,25.70%,0.0046,,
9114,11.04,0.03%,0.0011,,
9115,21.52,7.37%,0.0017,,
9116,14.66,30.55%,0.0026,,
9117,2.85,7.51%,0.0033,,
9118,15.84,3.18%,0.0049,,
9119,23.63,31.21%,0.0076,,
9120,21.88,10.63%,0.0045,,
9121,18.01,31.90%,0.0054,,
9122,20.64,26.58%,0.0074,,
9123,16.27,17.57%,0.0066,,
9124,5.93,22.34%,0.0089,,
9125,9.27,4.07%,0.0061,,
9126,0.33,20.59%,0.0024,,
9127,15.75,7.77%,0.0032,,
9128,12.36,16.60%,0.0036,,
9129,8.85,3.30%,0.0021,,
9130,2.51,39.95%,0.0051,,
9131,18.61,37.49%,0.0084,,
9132,16.28,16.97%,0.0032,,
9133,13.11,30.69%,0.0068,,
9134,10.59,21.45%,0.0067,,
9135,5.52,20.02%,0.0063,,
9136,5.56,34.93%,0.0097,,
9137,19.19,1.57%,0.0024,,
9138,3.55,19.39%,0.0034,,
9139,8.32,8.23%,0.0085,,
9140,3.20,30.87%,0.0079,,
9141,1.34,1.50%,0.0070,,
9142,22.87,22.26%,0.0002,,
9143,3.08,22.60%,0.0056,,
9144,17.49,4.93%,0.0038,,
9145,0.36,10.99%,0.0020,,
9146,11.36,5.71%,0.0099,,
9147,22.35,34.21%,0.0061,,
9148,11.52,3.11%,0.0018,,
9149,24.49,23.83%,0.0074,,
9150,0.14,19.19%,0.0063,,
9151,14.06,36.51%,0.0005,,
9152,24.22,2.92%,0.0053,,
9153,11.38,0.90%,0.0092,,
9154,10.38,3.11%,0.0004,,
9155,4.17,38.45%,0.0099,,
9156,0.22,30.68%,0.0024,,
9157,3.60,20.63%,0.0056,,
9158,12.56,17.35%,0.0034,,
9159,16.48,37.35%,0.0021,,
9160,13.27,25.45%,0.0064,,
9161,3.00,15.56%,0.0098,,
9162,20.40,34.81%,0.0061,,
9163,8.39,7.86%,0.0078,,
9164,19.13,11.79%,0.0068,,
9165,19.20,31.09%,0.0033,,
9166,8.11,5.84%,0.0066,,
9167,4.89,19.68%,0.0053,,
9168,0.20,27.41%,0.0003,,
9169,3.72,20.73%,0.0008,,
9170,8.14,5.68%,0.0070,,
9171,0.79,4.40%,0.0050,,
9172,9.61,23.38%,0.0060,,
9173,11.78,29.08%,0.0018,,
9174,3.02,38.48%,0.0069,,
9175,9.54,5.35%,0.0016,,
9176,18.09,19.97%,0.0099,,
9177,6.55,3.78%,0.0028,,
9178,18.01,7.62%,0.0029,,
9179,18.35,15.08%,0.0053,,
9180,15.18,39.15%,0.0092,,
9181,7.08,33.87%,0.0072,,
9182,23.07,15.27%,0.0063,,
9183,2.96,5.20%,0.0092,,
9184,4.74,14.33%,0.0075,,
9185,23.22,25.73%,0.0079,,
9186,7.27,22.78%,0.0062,,
9187,14.23,27.12%,0.0099,,
9188,5.64,12.35%,0.0074,,
9189,7.17,29.79%,0.0003,,
9190,24.11,37.91%,0.0087,,
9191,20.46,38.92%,0.0023,,
9192,7.12,27.42%,0.0006,,
9193,12.82,2.41%,0.0042,,
9194,3.05,26.83%,0.0082,,
9195,13.72,26.52%,0.0098,,
9196,18.04,23.00%,0.0032,,
9197,15.89,5.41%,0.0090,,
9198,21.76,26.95%,0.0067,,
9199,21.82,29.14%,0.0058,,
9200,21.63,3.10%,0.0063,,
9201,8.91,2.00%,0.0081,,
9202,16.39,24.71%,0.0056,,
9203,12.76,13.22%,0.0072,,
9204,4.37,22.88%,0.0078,,
9205,5.73,36.61%,0.0056,,
9206,18.81,30.47%,0.0017,,
9207,9.61,27.84%,0.0059,,
9208,24.12,31.38%,0.0084,,
9209,23.03,28.58%,0.0015,,
9210,16.37,36.56%,0.0055,,
9211,3.84,31.75%,0.0056,,
9212,3.90,11.19%,0.0088,,
9213,23.76,21.15%,0.0097,,
9214,14.20,29.72%,0.0065,,
9215,6.99,35.13%,0.0011,,
9216,15.01,25.39%,0.0092,,
9217,20.20,13.63%,0.0019,,
9218,6.08,33.39%,0.0044,,
9219,2.13,12.96%,0.0004,,
9220,12.06,33.15%,0.0051,,
9221,6.99,14.13%,0.0096,,
9222,1.84,3.34%,0.0020,,
9223,2.63,29.41%,0.0027,,
9224,22.48,23.65%,0.0035,,
9225,13.39,17.84%,0.0055,,
9226,11.95,1.03%,0.0047,,
9227,1.07,25.21%,0.0021,,
9228,24.10,9.92%,0.0063,,
9229,19.34,13.17%,0.0037,,
9230,5.09,12.43%,0.0099,,
9231,0.17,30.65%,0.0013,,
9232,12.05,12.40%,0.0020,,
9233,10.39,36.57%,0.0022,,
9234,11.40,13.65%,0.0028,,
9235,7.27,37.61%,0.0011,,
9236,14.67,11.69%,0.0034,,
9237,7.27,23.98%,0.0015,,
9238,17.63,22.14%,0.0066,,
9239,0.09,38.95%,0.0040,,
9240,4.38,1.53%,0.0079,,
9241,21.81,11.62%,0.0061,,
9242,16.75,10.09%,0.0064,,
9243,19.16,9.82%,0.0004,,
9244,5.40,13.36%,0.0019,,
9245,8.35,12.94%,0.0020,,
9246,14.94,1.46%,0.0049,,
9247,4.84,28.15%,0.0054,,
9248,18.86,21.84%,0.0053,,
9249,3.84,21.05%,0.0058,,
9250,11.97,29.39%,0.0067,,
9251,10.54,15.67%,0.0042,,
9252,18.94,35.06%,0.0074,,
9253,20.36,36.01%,0.0016,,
9254,4.68,7.07%,0.0013,,
9255,3.14,0.39%,0.0065,,
9256,5.92,36.53%,0.0044,,
9257,2.85,37.82%,0.0049,,
9258,20.38,2.55%,0.0072,,
9259,19.59,37.79%,0.0099,,
9260,21.12,8.37%,0.0007,,
9261,4.97,5.22%,0.0052,,
9262,14.31,15.64%,0.0001,,
9263,12.54,31.36%,0.0086,,
9264,6.28,32.33%,0.0072,,
9265,18.43,33.59%,0.0031,,
9266,18.50,26.55%,0.0028,,
9267,15.42,23.26%,0.0065,,
9268,6.06,19.16%,0.0071,,
9269,22.60,35.92%,0.0066,,
9270,20.34,15.69%,0.0084,,
9271,9.10,17.83%,0.0053,,
9272,7.94,20.43%,0.0036,,
9273,3.93,5.38%,0.0005,,
9274,22.33,34.89%,0.0091,,
9275,9.48,2.42%,0.0082,,
9276,9.83,4.10%,0.0031,,
9277,9.84,25.67%,0.0064,,
9278,22.97,35.71%,0.0068,,
9279,9.87,14.84%,0.0023,,
9280,1.04,7.04%,0.0041,,
9281,12.14,12.95%,0.0037,,
9282,8.79,24.81%,0.0079,,
9283,12.00,14.95%,0.0035,,
9284,19.45,20.00%,0.0015,,
9285,6.71,12.44%,0.0100,,
9286,21.33,13.28%,0.0028,,
9287,19.65,5.70%,0.0024,,
9288,14.62,31.46%,0.0049,,
9289,10.71,4.45%,0.0037,,
9290,9.77,19.97%,0.0071,,
9291,22.27,32.85%,0.0018,,
9292,7.24,16.55%,0.0007,,
9293,17.75,2.47%,0.0044,,
9294,13.53,36.43%,0.0091,,
9295,2.91,33.07%,0.0093,,
9296,11.02,28.80%,0.0013,,
9297,21.02,37.60%,0.0012,,
9298,22.26,4.23%,0.0004,,
9299,18.20,9.39%,0.0051,,
9300,6.26,11.68%,0.0061,,
9301,13.13,20.04%,0.0030,,
9302,21.82,11.53%,0.0026,,
9303,0.01,14.22%,0.0028,,
9304,20.89,28.76%,0.0073,,
9305,15.84,35.44%,0.0002,,
9306,1.88,34.05%,0.0085,,
9307,3.65,8.00%,0.0020,,
9308,19.80,19.84%,0.0048,,
9309,18.86,24.73%,0.0058,,
9310,3.13,26.60%,0.0054,,
9311,14.38,35.19%,0.0088,,
9312,5.18,37.02%,0.0049,,
9313,1.46,1.54%,0.0019,,
9314,21.94,5.62%,0.0064,,
9315,1.69,17.20%,0.0038,,
9316,17.20,5.57%,0.0025,,
9317,7.38,5.55%,0.0066,,
9318,6.29,6.07%,0.0062,,
9319,11.45,27.97%,0.0059,,
9320,18.99,16.28%,0.0085,,
9321,14.97,25.07%,0.0007,,
9322,20.09,4.15%,0.0017,,
9323,13.87,23.80%,0.0084,,
9324,4.55,38.04%,0.0079,,
9325,17.89,6.73%,0.0093,,
9326,12.37,19.99%,0.0083,,
9327,12.27,31.38%,0.0029,,
9328,16.89,32.59%,0.0077,,
9329,12.57,23.62%,0.0030,,
9330,19.12,37.14%,0.0001,,
9331,7.73,37.00%,0.0094,,
9332,6.27,25.97%,0.0059,,
9333,5.83,19.55%,0.0027,,
9334,22.66,15.52%,0.0067,,
9335,24.09,0.17%,0.0007,,
9336,14.08,11.07%,0.0072,,
9337,19.78,20.67%,0.0011,,
9338,24.99,18.59%,0.0087,,
9339,16.60,26.22%,0.0066,,
9340,21.38,31.03%,0.0075,,
9341,23.06,39.34%,0.0086,,
9342,0.16,33.67%,0.0030,,
9343,13.24,4.65%,0.0079,,
9344,5.72,22.78%,0.0006,,
9345,17.36,34.14%,0.0024,,
9346,16.29,21.01%,0.0059,,
9347,24.89,12.23%,0.0070,,
9348,19.07,3.20%,0.0066,,
9349,13.26,23.70%,0.0056,,
9350,3.62,28.35%,0.0097,,
9351,24.67,17.22%,0.0000,,
9352,6.99,0.04%,0.0053,,
9353,17.57,2.63%,0.0061,,
9354,2.72,11.95%,0.0090,,
9355,15.83,16.63%,0.0008,,
9356,15.06,6.93%,0.0055,,
9357,6.66,10.50%,0.0090,,
9358,19.18,39.72%,0.0062,,
9359,11.74,30.50%,0.0056,,
9360,2.78,9.02%,0.0002,,
9361,11.08,23.61%,0.0029,,
9362,18.87,7.06%,0.0040,,
9363,6.88,16.20%,0.0077,,
9364,21.75,31.45%,0.0061,,
9365,17.71,36.74%,0.0025,,
9366,7.62,24.61%,0.0028,,
